,time,gait,participant_id,label
90,123.647,1.037,old_1,old_general
91,124.683,1.037,old_1,old_general
92,125.72,1.04,old_1,old_general
93,126.76,1.02,old_1,old_general
94,127.78,1.037,old_1,old_general
95,128.817,1.05,old_1,old_general
96,129.867,1.04,old_1,old_general
97,130.907,1.027,old_1,old_general
98,131.933,1.04,old_1,old_general
99,132.973,1.03,old_1,old_general
100,134.003,1.04,old_1,old_general
101,135.043,1.05,old_1,old_general
102,136.093,1.033,old_1,old_general
103,137.127,1.023,old_1,old_general
104,138.15,1.04,old_1,old_general
105,139.19,1.033,old_1,old_general
106,140.223,1.04,old_1,old_general
107,141.263,1.023,old_1,old_general
108,142.287,1.01,old_1,old_general
109,143.297,1.043,old_1,old_general
110,144.34,1.047,old_1,old_general
111,145.387,1.033,old_1,old_general
112,146.42,1.023,old_1,old_general
113,147.443,1.05,old_1,old_general
114,148.493,1.043,old_1,old_general
115,149.537,1.007,old_1,old_general
116,150.543,1.033,old_1,old_general
117,151.577,1.023,old_1,old_general
118,152.6,1.047,old_1,old_general
119,153.647,1.03,old_1,old_general
120,154.677,1.043,old_1,old_general
121,155.72,1.063,old_1,old_general
122,156.783,1.057,old_1,old_general
123,157.84,1.057,old_1,old_general
124,158.897,1.063,old_1,old_general
125,159.96,1.047,old_1,old_general
126,161.007,1.01,old_1,old_general
127,162.017,1.047,old_1,old_general
128,163.063,1.067,old_1,old_general
129,164.13,1.053,old_1,old_general
130,165.183,1.05,old_1,old_general
131,166.233,1.033,old_1,old_general
132,167.267,1.04,old_1,old_general
133,168.307,1.033,old_1,old_general
134,169.34,1.047,old_1,old_general
135,170.387,1.043,old_1,old_general
136,171.43,1.027,old_1,old_general
137,172.457,1.037,old_1,old_general
138,173.493,1.03,old_1,old_general
139,174.523,1.047,old_1,old_general
140,175.57,1.04,old_1,old_general
141,176.61,1.027,old_1,old_general
142,177.637,1.033,old_1,old_general
143,178.67,1.04,old_1,old_general
144,179.71,1.023,old_1,old_general
145,180.733,1.047,old_1,old_general
146,181.78,1.047,old_1,old_general
147,182.827,1.02,old_1,old_general
148,183.847,1.05,old_1,old_general
149,184.897,1.037,old_1,old_general
150,185.933,1.057,old_1,old_general
151,186.99,1.06,old_1,old_general
152,188.05,1.047,old_1,old_general
153,189.097,1.053,old_1,old_general
154,190.15,1.043,old_1,old_general
155,191.193,1.033,old_1,old_general
156,192.227,1.047,old_1,old_general
157,193.273,1.04,old_1,old_general
158,194.313,1.04,old_1,old_general
159,195.353,1.043,old_1,old_general
160,196.397,1.053,old_1,old_general
161,197.45,1.023,old_1,old_general
162,198.473,1.057,old_1,old_general
163,199.53,1.047,old_1,old_general
164,200.577,1.033,old_1,old_general
165,201.61,1.047,old_1,old_general
166,202.657,1.06,old_1,old_general
167,203.717,1.067,old_1,old_general
168,204.783,1.043,old_1,old_general
169,205.827,1.063,old_1,old_general
170,206.89,1.03,old_1,old_general
171,207.92,1.05,old_1,old_general
172,208.97,1.023,old_1,old_general
173,209.993,1.04,old_1,old_general
174,211.033,1.043,old_1,old_general
175,212.077,1.047,old_1,old_general
176,213.123,1.053,old_1,old_general
177,214.177,1.04,old_1,old_general
178,215.217,1.04,old_1,old_general
179,216.257,1.057,old_1,old_general
180,217.313,1.053,old_1,old_general
181,218.367,1.06,old_1,old_general
182,219.427,1.053,old_1,old_general
183,220.48,1.04,old_1,old_general
184,221.52,1.063,old_1,old_general
185,222.583,1.06,old_1,old_general
186,223.643,1.057,old_1,old_general
187,224.7,1.067,old_1,old_general
188,225.767,1.083,old_1,old_general
189,226.85,1.047,old_1,old_general
190,227.897,1.007,old_1,old_general
191,228.903,1.053,old_1,old_general
192,229.957,1.06,old_1,old_general
193,231.017,1.047,old_1,old_general
194,232.063,1.053,old_1,old_general
195,233.117,1.043,old_1,old_general
196,234.16,1.043,old_1,old_general
197,235.203,1.057,old_1,old_general
198,236.26,1.057,old_1,old_general
199,237.317,1.033,old_1,old_general
200,238.35,1.06,old_1,old_general
201,239.41,1.057,old_1,old_general
202,240.467,1.033,old_1,old_general
203,241.5,1.01,old_1,old_general
204,242.51,1.05,old_1,old_general
205,243.56,1.063,old_1,old_general
206,244.623,1.027,old_1,old_general
207,245.65,1.06,old_1,old_general
208,246.71,1.04,old_1,old_general
209,247.75,1.053,old_1,old_general
210,248.803,1.05,old_1,old_general
211,249.853,1.04,old_1,old_general
212,250.893,1.047,old_1,old_general
213,251.94,1.047,old_1,old_general
214,252.987,1.05,old_1,old_general
215,254.037,1.04,old_1,old_general
216,255.077,1.02,old_1,old_general
217,256.097,1.043,old_1,old_general
218,257.14,1.037,old_1,old_general
219,258.177,1.037,old_1,old_general
220,259.213,1.043,old_1,old_general
221,260.257,1.03,old_1,old_general
222,261.287,1.04,old_1,old_general
223,262.327,1.047,old_1,old_general
224,263.373,1.04,old_1,old_general
225,264.413,1.007,old_1,old_general
226,265.42,1.03,old_1,old_general
227,266.45,1.04,old_1,old_general
228,267.49,1.02,old_1,old_general
229,268.51,1.037,old_1,old_general
230,269.547,1.017,old_1,old_general
231,270.563,1.037,old_1,old_general
232,271.6,1.027,old_1,old_general
233,272.627,1.04,old_1,old_general
234,273.667,1.04,old_1,old_general
235,274.707,1.057,old_1,old_general
236,275.763,1.033,old_1,old_general
237,276.797,1.057,old_1,old_general
238,277.853,1.03,old_1,old_general
239,278.883,1.023,old_1,old_general
240,279.907,1.05,old_1,old_general
241,280.957,1.03,old_1,old_general
242,281.987,1.057,old_1,old_general
243,283.043,1.03,old_1,old_general
244,284.073,1.06,old_1,old_general
245,285.133,1.017,old_1,old_general
246,286.15,1.043,old_1,old_general
247,287.193,1.043,old_1,old_general
248,288.237,1.02,old_1,old_general
249,289.257,1.02,old_1,old_general
250,290.277,1.047,old_1,old_general
251,291.323,1.05,old_1,old_general
252,292.373,1.033,old_1,old_general
253,293.407,1.047,old_1,old_general
254,294.453,1.03,old_1,old_general
255,295.483,1.033,old_1,old_general
256,296.517,1.047,old_1,old_general
257,297.563,1.023,old_1,old_general
258,298.587,1.047,old_1,old_general
259,299.633,1.04,old_1,old_general
260,300.673,1.05,old_1,old_general
261,301.723,1.033,old_1,old_general
262,302.757,1.043,old_1,old_general
263,303.8,1.033,old_1,old_general
264,304.833,1.027,old_1,old_general
265,305.86,1.047,old_1,old_general
266,306.907,1.043,old_1,old_general
267,307.95,1.03,old_1,old_general
268,308.98,1.023,old_1,old_general
269,310.003,1.037,old_1,old_general
270,311.04,1.017,old_1,old_general
271,312.057,1.03,old_1,old_general
272,313.087,1.05,old_1,old_general
273,314.137,1.063,old_1,old_general
274,315.2,1.047,old_1,old_general
275,316.247,1.043,old_1,old_general
276,317.29,1.04,old_1,old_general
277,318.33,1.043,old_1,old_general
278,319.373,1.05,old_1,old_general
279,320.423,1.02,old_1,old_general
280,321.443,1.03,old_1,old_general
281,322.473,1.03,old_1,old_general
282,323.503,1.04,old_1,old_general
283,324.543,1.043,old_1,old_general
284,325.587,1.043,old_1,old_general
285,326.63,1.04,old_1,old_general
286,327.67,1.04,old_1,old_general
287,328.71,1.037,old_1,old_general
288,329.747,1.027,old_1,old_general
289,330.773,1.017,old_1,old_general
290,331.79,1.013,old_1,old_general
291,332.803,1.043,old_1,old_general
292,333.847,1.043,old_1,old_general
293,334.89,1.03,old_1,old_general
294,335.92,1.023,old_1,old_general
295,336.943,1.033,old_1,old_general
296,337.977,1.047,old_1,old_general
297,339.023,1.027,old_1,old_general
298,340.05,1.04,old_1,old_general
299,341.09,1.057,old_1,old_general
300,342.147,1.04,old_1,old_general
301,343.187,1.04,old_1,old_general
302,344.227,1.03,old_1,old_general
303,345.257,1.04,old_1,old_general
304,346.297,1.053,old_1,old_general
305,347.35,1.047,old_1,old_general
306,348.397,1.043,old_1,old_general
307,349.44,1.033,old_1,old_general
308,350.473,1.03,old_1,old_general
309,351.503,1.053,old_1,old_general
310,352.557,1.043,old_1,old_general
311,353.6,1.04,old_1,old_general
312,354.64,1.033,old_1,old_general
313,355.673,1.03,old_1,old_general
314,356.703,1.023,old_1,old_general
315,357.727,1.063,old_1,old_general
316,358.79,1.057,old_1,old_general
317,359.847,1.027,old_1,old_general
318,360.873,1.037,old_1,old_general
319,361.91,1.037,old_1,old_general
320,362.947,1.037,old_1,old_general
321,363.983,1.043,old_1,old_general
322,365.027,1.057,old_1,old_general
323,366.083,1.043,old_1,old_general
324,367.127,1.013,old_1,old_general
325,368.14,1.043,old_1,old_general
326,369.183,1.04,old_1,old_general
327,370.223,1.047,old_1,old_general
328,371.27,1.037,old_1,old_general
329,372.307,1.04,old_1,old_general
330,373.347,1.02,old_1,old_general
331,374.367,1.037,old_1,old_general
332,375.403,1.023,old_1,old_general
333,376.427,1.027,old_1,old_general
334,377.453,1.06,old_1,old_general
335,378.513,1.037,old_1,old_general
336,379.55,1.027,old_1,old_general
337,380.577,1.063,old_1,old_general
338,381.64,1.04,old_1,old_general
339,382.68,1.03,old_1,old_general
340,383.71,1.05,old_1,old_general
341,384.76,1.033,old_1,old_general
342,385.793,1.053,old_1,old_general
343,386.847,1.037,old_1,old_general
344,387.883,1.043,old_1,old_general
345,388.927,1.04,old_1,old_general
346,389.967,1.077,old_1,old_general
347,391.043,1.053,old_1,old_general
348,392.097,1.047,old_1,old_general
349,393.143,1.027,old_1,old_general
350,394.17,1.03,old_1,old_general
351,395.2,1.047,old_1,old_general
352,396.247,1.02,old_1,old_general
353,397.267,1.047,old_1,old_general
354,398.313,1.033,old_1,old_general
355,399.347,1.03,old_1,old_general
356,400.377,1.043,old_1,old_general
357,401.42,1.057,old_1,old_general
358,402.477,1.05,old_1,old_general
359,403.527,1.037,old_1,old_general
360,404.563,1.037,old_1,old_general
361,405.6,1.043,old_1,old_general
362,406.643,1.05,old_1,old_general
363,407.693,1.053,old_1,old_general
364,408.747,1.04,old_1,old_general
365,409.787,1.037,old_1,old_general
366,410.823,1.043,old_1,old_general
367,411.867,1.05,old_1,old_general
368,412.917,1.027,old_1,old_general
369,413.943,1.027,old_1,old_general
370,414.97,1.033,old_1,old_general
371,416.003,1.037,old_1,old_general
372,417.04,1.043,old_1,old_general
373,418.083,1.057,old_1,old_general
374,419.14,1.057,old_1,old_general
375,420.197,1.047,old_1,old_general
376,421.243,1.04,old_1,old_general
377,422.283,1.04,old_1,old_general
378,423.323,1.017,old_1,old_general
379,424.34,1.023,old_1,old_general
380,425.363,1.02,old_1,old_general
381,426.383,1.02,old_1,old_general
382,427.403,1.06,old_1,old_general
383,428.463,1.06,old_1,old_general
384,429.523,1.043,old_1,old_general
385,430.567,1.047,old_1,old_general
386,431.613,1.057,old_1,old_general
387,432.67,1.047,old_1,old_general
388,433.717,1.043,old_1,old_general
389,434.76,1.047,old_1,old_general
390,435.807,1.033,old_1,old_general
391,436.84,1.033,old_1,old_general
392,437.873,1.03,old_1,old_general
393,438.903,1.027,old_1,old_general
394,439.93,1.05,old_1,old_general
395,440.98,1.023,old_1,old_general
396,442.003,1.043,old_1,old_general
397,443.047,1.04,old_1,old_general
398,444.087,1.033,old_1,old_general
399,445.12,1.057,old_1,old_general
400,446.177,1.043,old_1,old_general
401,447.22,1.043,old_1,old_general
402,448.263,1.043,old_1,old_general
403,449.307,1.05,old_1,old_general
404,450.357,1.027,old_1,old_general
405,451.383,1.033,old_1,old_general
406,452.417,1.043,old_1,old_general
407,453.46,1.023,old_1,old_general
408,454.483,1.043,old_1,old_general
409,455.527,1.06,old_1,old_general
410,456.587,1.057,old_1,old_general
411,457.643,1.05,old_1,old_general
412,458.693,1.027,old_1,old_general
413,459.72,1.037,old_1,old_general
414,460.757,1.033,old_1,old_general
415,461.79,1.023,old_1,old_general
416,462.813,1.053,old_1,old_general
417,463.867,1.043,old_1,old_general
418,464.91,1.037,old_1,old_general
419,465.947,1.05,old_1,old_general
420,466.997,1.033,old_1,old_general
421,468.03,1.05,old_1,old_general
422,469.08,1.047,old_1,old_general
423,470.127,1.043,old_1,old_general
424,471.17,1.037,old_1,old_general
425,472.207,1.037,old_1,old_general
426,473.243,1.04,old_1,old_general
427,474.283,1.043,old_1,old_general
428,475.327,1.03,old_1,old_general
429,476.357,1.023,old_1,old_general
430,477.38,1.033,old_1,old_general
431,478.413,1.01,old_1,old_general
432,479.423,1.023,old_1,old_general
433,480.447,1.033,old_1,old_general
434,481.48,1.043,old_1,old_general
435,482.523,1.027,old_1,old_general
436,483.55,1.033,old_1,old_general
437,484.583,1.013,old_1,old_general
438,485.597,1.013,old_1,old_general
439,486.61,1.027,old_1,old_general
440,487.637,1.03,old_1,old_general
441,488.667,1.033,old_1,old_general
442,489.7,1.047,old_1,old_general
443,490.747,1.03,old_1,old_general
444,491.777,1.04,old_1,old_general
445,492.817,1.04,old_1,old_general
446,493.857,1.043,old_1,old_general
447,494.9,1.013,old_1,old_general
448,495.913,1.047,old_1,old_general
449,496.96,1.03,old_1,old_general
450,497.99,1.03,old_1,old_general
451,499.02,1.04,old_1,old_general
452,500.06,1.017,old_1,old_general
453,501.077,1.013,old_1,old_general
454,502.09,1.027,old_1,old_general
455,503.117,1.043,old_1,old_general
456,504.16,1.027,old_1,old_general
457,505.187,1.06,old_1,old_general
458,506.247,1.063,old_1,old_general
459,507.31,1.037,old_1,old_general
460,508.347,1.023,old_1,old_general
461,509.37,0.987,old_1,old_general
462,510.357,1.02,old_1,old_general
463,511.377,1.047,old_1,old_general
464,512.423,1.033,old_1,old_general
465,513.457,1.007,old_1,old_general
466,514.463,1.023,old_1,old_general
467,515.487,1.02,old_1,old_general
468,516.507,1.01,old_1,old_general
469,517.517,1.037,old_1,old_general
470,518.553,1.013,old_1,old_general
471,519.567,1.043,old_1,old_general
472,520.61,1.02,old_1,old_general
473,521.63,1.023,old_1,old_general
474,522.653,1.027,old_1,old_general
475,523.68,1.023,old_1,old_general
476,524.703,1.023,old_1,old_general
477,525.727,1.033,old_1,old_general
478,526.76,1.033,old_1,old_general
479,527.793,1.03,old_1,old_general
480,528.823,1.033,old_1,old_general
481,529.857,1.043,old_1,old_general
482,530.9,1.003,old_1,old_general
483,531.903,1.043,old_1,old_general
484,532.947,1.013,old_1,old_general
485,533.96,1.037,old_1,old_general
486,534.997,0.997,old_1,old_general
487,535.993,1.027,old_1,old_general
488,537.02,1.01,old_1,old_general
489,538.03,1.01,old_1,old_general
490,539.04,1.033,old_1,old_general
491,540.073,1.04,old_1,old_general
492,541.113,1.023,old_1,old_general
493,542.137,1.02,old_1,old_general
494,543.157,1.04,old_1,old_general
495,544.197,1.03,old_1,old_general
496,545.227,1.03,old_1,old_general
497,546.257,1.013,old_1,old_general
498,547.27,1.033,old_1,old_general
499,548.303,1.047,old_1,old_general
500,549.35,1.017,old_1,old_general
501,550.367,1.037,old_1,old_general
502,551.403,1.02,old_1,old_general
503,552.423,1.03,old_1,old_general
504,553.453,1.033,old_1,old_general
505,554.487,1.037,old_1,old_general
506,555.523,1.037,old_1,old_general
507,556.56,1.023,old_1,old_general
508,557.583,1.03,old_1,old_general
509,558.613,1.03,old_1,old_general
510,559.643,1.053,old_1,old_general
511,560.697,1.023,old_1,old_general
512,561.72,1.03,old_1,old_general
513,562.75,1.023,old_1,old_general
514,563.773,1.03,old_1,old_general
515,564.803,1.073,old_1,old_general
516,565.877,1.023,old_1,old_general
517,566.9,1.037,old_1,old_general
518,567.937,1.02,old_1,old_general
519,568.957,1.053,old_1,old_general
520,570.01,0.993,old_1,old_general
521,571.003,0.997,old_1,old_general
522,572.0,1.04,old_1,old_general
523,573.04,1.017,old_1,old_general
524,574.057,1.023,old_1,old_general
525,575.08,1.017,old_1,old_general
526,576.097,1.04,old_1,old_general
527,577.137,1.047,old_1,old_general
528,578.183,1.017,old_1,old_general
529,579.2,1.043,old_1,old_general
530,580.243,1.03,old_1,old_general
531,581.273,1.02,old_1,old_general
532,582.293,1.03,old_1,old_general
533,583.323,1.013,old_1,old_general
534,584.337,1.053,old_1,old_general
535,585.39,1.047,old_1,old_general
536,586.437,1.05,old_1,old_general
537,587.487,1.043,old_1,old_general
538,588.53,1.02,old_1,old_general
539,589.55,1.027,old_1,old_general
540,590.577,1.02,old_1,old_general
541,591.597,1.01,old_1,old_general
542,592.607,1.03,old_1,old_general
543,593.637,1.023,old_1,old_general
544,594.66,1.047,old_1,old_general
545,595.707,1.033,old_1,old_general
546,596.74,1.02,old_1,old_general
547,597.76,0.993,old_1,old_general
548,598.753,1.033,old_1,old_general
549,599.787,1.01,old_1,old_general
550,600.797,1.02,old_1,old_general
551,601.817,1.027,old_1,old_general
552,602.843,1.04,old_1,old_general
553,603.883,1.053,old_1,old_general
554,604.937,1.017,old_1,old_general
555,605.953,1.027,old_1,old_general
556,606.98,1.027,old_1,old_general
557,608.007,1.037,old_1,old_general
558,609.043,1.02,old_1,old_general
559,610.063,1.027,old_1,old_general
560,611.09,1.027,old_1,old_general
561,612.117,1.027,old_1,old_general
562,613.143,1.013,old_1,old_general
563,614.157,1.033,old_1,old_general
564,615.19,1.037,old_1,old_general
565,616.227,1.043,old_1,old_general
566,617.27,1.033,old_1,old_general
567,618.303,1.05,old_1,old_general
568,619.353,1.05,old_1,old_general
569,620.403,1.023,old_1,old_general
570,621.427,1.037,old_1,old_general
571,622.463,1.03,old_1,old_general
572,623.493,1.007,old_1,old_general
573,624.5,1.047,old_1,old_general
574,625.547,1.03,old_1,old_general
575,626.577,1.013,old_1,old_general
576,627.59,1.003,old_1,old_general
577,628.593,1.02,old_1,old_general
578,629.613,1.027,old_1,old_general
579,630.64,0.997,old_1,old_general
580,631.637,1.037,old_1,old_general
581,632.673,1.043,old_1,old_general
582,633.717,1.0,old_1,old_general
583,634.717,1.023,old_1,old_general
584,635.74,1.01,old_1,old_general
585,636.75,1.027,old_1,old_general
586,637.777,1.02,old_1,old_general
587,638.797,1.04,old_1,old_general
588,639.837,1.05,old_1,old_general
589,640.887,1.017,old_1,old_general
590,641.903,1.05,old_1,old_general
591,642.953,1.02,old_1,old_general
592,643.973,1.043,old_1,old_general
593,645.017,1.033,old_1,old_general
594,646.05,1.04,old_1,old_general
595,647.09,1.017,old_1,old_general
596,648.107,1.023,old_1,old_general
597,649.13,1.01,old_1,old_general
598,650.14,1.03,old_1,old_general
599,651.17,1.027,old_1,old_general
600,652.197,1.047,old_1,old_general
601,653.243,1.007,old_1,old_general
602,654.25,1.013,old_1,old_general
603,655.263,1.007,old_1,old_general
604,656.27,1.013,old_1,old_general
605,657.283,1.003,old_1,old_general
606,658.287,1.01,old_1,old_general
607,659.297,1.037,old_1,old_general
608,660.333,1.04,old_1,old_general
609,661.373,1.013,old_1,old_general
610,662.387,1.027,old_1,old_general
611,663.413,1.02,old_1,old_general
612,664.433,1.043,old_1,old_general
613,665.477,1.047,old_1,old_general
614,666.523,1.03,old_1,old_general
615,667.553,1.023,old_1,old_general
616,668.577,1.017,old_1,old_general
617,669.593,1.03,old_1,old_general
618,670.623,1.01,old_1,old_general
619,671.633,1.033,old_1,old_general
620,672.667,1.02,old_1,old_general
621,673.687,1.033,old_1,old_general
622,674.72,1.01,old_1,old_general
623,675.73,1.027,old_1,old_general
624,676.757,1.033,old_1,old_general
625,677.79,1.027,old_1,old_general
626,678.817,1.04,old_1,old_general
627,679.857,1.027,old_1,old_general
628,680.883,1.017,old_1,old_general
629,681.9,1.017,old_1,old_general
630,682.917,1.04,old_1,old_general
631,683.957,1.007,old_1,old_general
632,684.963,1.023,old_1,old_general
633,685.987,1.037,old_1,old_general
634,687.023,1.017,old_1,old_general
635,688.04,1.037,old_1,old_general
636,689.077,1.007,old_1,old_general
637,690.083,1.04,old_1,old_general
638,691.123,1.033,old_1,old_general
639,692.157,1.047,old_1,old_general
640,693.203,1.027,old_1,old_general
641,694.23,1.04,old_1,old_general
642,695.27,1.033,old_1,old_general
643,696.303,1.027,old_1,old_general
644,697.33,1.03,old_1,old_general
645,698.36,1.043,old_1,old_general
646,699.403,1.02,old_1,old_general
647,700.423,1.03,old_1,old_general
648,701.453,1.033,old_1,old_general
649,702.487,1.023,old_1,old_general
650,703.51,1.023,old_1,old_general
651,704.533,0.997,old_1,old_general
652,705.53,1.01,old_1,old_general
653,706.54,1.03,old_1,old_general
654,707.57,1.02,old_1,old_general
655,708.59,1.033,old_1,old_general
656,709.623,0.983,old_1,old_general
657,710.607,1.023,old_1,old_general
658,711.63,0.973,old_1,old_general
659,712.603,1.043,old_1,old_general
660,713.647,1.017,old_1,old_general
661,714.663,1.02,old_1,old_general
662,715.683,1.013,old_1,old_general
663,716.697,0.993,old_1,old_general
664,717.69,1.023,old_1,old_general
665,718.713,1.013,old_1,old_general
666,719.727,1.003,old_1,old_general
667,720.73,1.023,old_1,old_general
668,721.753,1.027,old_1,old_general
669,722.78,1.02,old_1,old_general
670,723.8,1.04,old_1,old_general
671,724.84,1.023,old_1,old_general
672,725.863,1.0,old_1,old_general
673,726.863,1.01,old_1,old_general
674,727.873,1.01,old_1,old_general
675,728.883,1.02,old_1,old_general
676,729.903,1.007,old_1,old_general
677,730.91,1.013,old_1,old_general
678,731.923,1.027,old_1,old_general
679,732.95,1.033,old_1,old_general
680,733.983,1.003,old_1,old_general
681,734.987,0.993,old_1,old_general
682,735.98,1.01,old_1,old_general
683,736.99,0.993,old_1,old_general
684,737.983,1.037,old_1,old_general
685,739.02,1.04,old_1,old_general
686,740.06,1.027,old_1,old_general
687,741.087,1.007,old_1,old_general
688,742.093,1.02,old_1,old_general
689,743.113,1.033,old_1,old_general
690,744.147,1.013,old_1,old_general
691,745.16,1.02,old_1,old_general
692,746.18,1.003,old_1,old_general
693,747.183,1.03,old_1,old_general
694,748.213,1.017,old_1,old_general
695,749.23,1.013,old_1,old_general
696,750.243,1.03,old_1,old_general
697,751.273,1.043,old_1,old_general
698,752.317,1.017,old_1,old_general
699,753.333,1.027,old_1,old_general
700,754.36,1.01,old_1,old_general
701,755.37,1.013,old_1,old_general
702,756.383,0.99,old_1,old_general
703,757.373,1.003,old_1,old_general
704,758.377,1.05,old_1,old_general
705,759.427,1.037,old_1,old_general
706,760.463,1.017,old_1,old_general
707,761.48,1.03,old_1,old_general
708,762.51,1.013,old_1,old_general
709,763.523,1.017,old_1,old_general
710,764.54,0.997,old_1,old_general
711,765.537,1.03,old_1,old_general
712,766.567,1.01,old_1,old_general
713,767.577,1.0,old_1,old_general
714,768.577,1.01,old_1,old_general
715,769.587,1.007,old_1,old_general
716,770.593,1.017,old_1,old_general
717,771.61,1.02,old_1,old_general
718,772.63,1.023,old_1,old_general
719,773.653,1.013,old_1,old_general
720,774.667,1.03,old_1,old_general
721,775.697,1.007,old_1,old_general
722,776.703,1.017,old_1,old_general
723,777.72,1.01,old_1,old_general
724,778.73,0.99,old_1,old_general
725,779.72,1.017,old_1,old_general
726,780.737,0.997,old_1,old_general
727,781.733,1.02,old_1,old_general
728,782.753,1.007,old_1,old_general
729,783.76,1.033,old_1,old_general
730,784.793,1.007,old_1,old_general
731,785.8,1.017,old_1,old_general
732,786.817,1.05,old_1,old_general
733,787.867,1.003,old_1,old_general
734,788.87,1.023,old_1,old_general
735,789.893,1.01,old_1,old_general
736,790.903,1.0,old_1,old_general
737,791.903,1.017,old_1,old_general
738,792.92,1.02,old_1,old_general
739,793.94,1.003,old_1,old_general
740,794.943,1.013,old_1,old_general
741,795.957,1.02,old_1,old_general
742,796.977,1.0,old_1,old_general
743,797.977,1.013,old_1,old_general
744,798.99,1.037,old_1,old_general
745,800.027,1.007,old_1,old_general
746,801.033,1.013,old_1,old_general
747,802.047,1.003,old_1,old_general
748,803.05,1.03,old_1,old_general
749,804.08,1.02,old_1,old_general
750,805.1,0.98,old_1,old_general
751,806.08,1.003,old_1,old_general
752,807.083,1.02,old_1,old_general
753,808.103,1.023,old_1,old_general
754,809.127,1.013,old_1,old_general
755,810.14,1.02,old_1,old_general
756,811.16,1.007,old_1,old_general
757,812.167,1.003,old_1,old_general
758,813.17,1.007,old_1,old_general
759,814.177,1.01,old_1,old_general
760,815.187,1.017,old_1,old_general
761,816.203,1.007,old_1,old_general
762,817.21,1.0,old_1,old_general
763,818.21,1.017,old_1,old_general
764,819.227,1.003,old_1,old_general
765,820.23,1.017,old_1,old_general
766,821.247,1.02,old_1,old_general
767,822.267,1.01,old_1,old_general
768,823.277,1.033,old_1,old_general
769,824.31,0.993,old_1,old_general
770,825.303,1.0,old_1,old_general
771,826.303,1.04,old_1,old_general
772,827.343,1.02,old_1,old_general
773,828.363,1.003,old_1,old_general
774,829.367,1.017,old_1,old_general
775,830.383,1.033,old_1,old_general
